"filename", "language", "JavaScript JSX", "TypeScript", "JavaScript", "TypeScript JSX", "CSS", "JSON with Comments", "JSON", "HTML", "Markdown", "XML", "comment", "blank", "total"
"/Users/harisejaz/Final Year Project - Github/dotbrand-fe/src/pages/Shop.jsx", "JavaScript JSX", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 17
"/Users/harisejaz/Final Year Project - Github/dotbrand-fe/src/pages/Sidebar.tsx", "TypeScript JSX", 0, 0, 0, 82, 0, 0, 0, 0, 0, 0, 3, 10, 95
"/Users/harisejaz/Final Year Project - Github/dotbrand-fe/src/pages/SignUpPage.tsx", "TypeScript JSX", 0, 0, 0, 229, 0, 0, 0, 0, 0, 0, 2, 12, 243
"/Users/harisejaz/Final Year Project - Github/dotbrand-fe/src/pages/SoleAdminLogin.tsx", "TypeScript JSX", 0, 0, 0, 102, 0, 0, 0, 0, 0, 0, 0, 10, 112
"/Users/harisejaz/Final Year Project - Github/dotbrand-fe/src/pages/SuperAdminLogin.tsx", "TypeScript JSX", 0, 0, 0, 104, 0, 0, 0, 0, 0, 0, 0, 11, 115
"/Users/harisejaz/Final Year Project - Github/dotbrand-fe/src/pages/Terms.jsx", "JavaScript JSX", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 17
"/Users/harisejaz/Final Year Project - Github/dotbrand-fe/src/pages/UserDetails.jsx", "JavaScript JSX", 166, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 14, 205
"/Users/harisejaz/Final Year Project - Github/dotbrand-fe/src/pages/Users.jsx", "JavaScript JSX", 212, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 13, 230
"/Users/harisejaz/Final Year Project - Github/dotbrand-fe/src/pages/ViewOrderDetails.jsx", "JavaScript JSX", 109, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 115
"/Users/harisejaz/Final Year Project - Github/dotbrand-fe/src/pages/ViewOrders.jsx", "JavaScript JSX", 211, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 14, 229
"/Users/harisejaz/Final Year Project - Github/dotbrand-fe/src/pages/Wishlist.jsx", "JavaScript JSX", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 17
"/Users/harisejaz/Final Year Project - Github/dotbrand-fe/src/pages/request-email.tsx", "TypeScript JSX", 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 7, 9, 84
"/Users/harisejaz/Final Year Project - Github/dotbrand-fe/src/pages/reset-password.tsx", "TypeScript JSX", 0, 0, 0, 116, 0, 0, 0, 0, 0, 0, 0, 9, 125
"/Users/harisejaz/Final Year Project - Github/dotbrand-fe/src/store/rootReducer.ts", "TypeScript", 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 27
"/Users/harisejaz/Final Year Project - Github/dotbrand-fe/src/store/store.ts", "TypeScript", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8, 28
"/Users/harisejaz/Final Year Project - Github/dotbrand-fe/src/utils/catchErrorToast.ts", "TypeScript", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9
"/Users/harisejaz/Final Year Project - Github/dotbrand-fe/src/utils/handleApiResponse.ts", "TypeScript", 0, 75, 0, 0, 0, 0, 0, 0, 0, 0, 5, 13, 93
"/Users/harisejaz/Final Year Project - Github/dotbrand-fe/src/utils/httpstatus.enum.ts", "TypeScript", 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 51
"/Users/harisejaz/Final Year Project - Github/dotbrand-fe/src/utils/modalStyles.ts", "TypeScript", 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 22
"/Users/harisejaz/Final Year Project - Github/dotbrand-fe/src/utils/toast.ts", "TypeScript", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 14
"/Users/harisejaz/Final Year Project - Github/dotbrand-fe/tailwind.config.js", "JavaScript", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"/Users/harisejaz/Final Year Project - Github/dotbrand-fe/tsconfig.json", "JSON with Comments", 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 26
"Total", "-", 4825, 960, 297, 3679, 65, 26, 19409, 379, 38, 12, 551, 982, 31223
